Tissue,PMP,Total_Count,Total_Tissue_Count,VRF
cfDNA,r:10044:10075:10081:`111,4,3962133,1.0095572258679858e-06
cfDNA,r:10044:10075:10088:`000,1061,3962133,0.0002677850541614832
cfDNA,r:10044:10075:10088:`001,9,3962133,2.2715037582029678e-06
cfDNA,r:10044:10075:10088:`010,0,3962133,0.0
cfDNA,r:10044:10075:10088:`011,0,3962133,0.0
cfDNA,r:10044:10075:10088:`100,18,3962133,4.5430075164059356e-06
cfDNA,r:10044:10075:10088:`101,0,3962133,0.0
cfDNA,r:10044:10075:10088:`110,0,3962133,0.0
cfDNA,r:10044:10075:10088:`111,4,3962133,1.0095572258679858e-06
cfDNA,r:10044:10075:10096:`000,1070,3962133,0.00027005655791968616
cfDNA,r:10044:10075:10096:`001,0,3962133,0.0
cfDNA,r:10044:10075:10096:`010,0,3962133,0.0
cfDNA,r:10044:10075:10096:`011,0,3962133,0.0
cfDNA,r:10044:10075:10096:`100,18,3962133,4.5430075164059356e-06
cfDNA,r:10044:10075:10096:`101,0,3962133,0.0
cfDNA,r:10044:10075:10096:`110,0,3962133,0.0
cfDNA,r:10044:10075:10096:`111,4,3962133,1.0095572258679858e-06
cfDNA,r:10044:10075:10102:`000,1068,3962133,0.0002695517793067522
cfDNA,r:10044:10075:10102:`001,0,3962133,0.0
cfDNA,r:10044:10075:10102:`010,0,3962133,0.0
cfDNA,r:10044:10075:10102:`011,0,3962133,0.0
cfDNA,r:10044:10075:10102:`100,18,3962133,4.5430075164059356e-06
cfDNA,r:10044:10075:10102:`101,0,3962133,0.0
cfDNA,r:10044:10075:10102:`110,0,3962133,0.0
cfDNA,r:10044:10075:10102:`111,4,3962133,1.0095572258679858e-06
cfDNA,r:10044:10075:10109:`000,1019,3962133,0.00025718470328986936
cfDNA,r:10044:10075:10109:`001,49,3962133,1.2367076016882825e-05
cfDNA,r:10044:10075:10109:`010,0,3962133,0.0
cfDNA,r:10044:10075:10109:`011,0,3962133,0.0
cfDNA,r:10044:10075:10109:`100,18,3962133,4.5430075164059356e-06
cfDNA,r:10044:10075:10109:`101,0,3962133,0.0
cfDNA,r:10044:10075:10109:`110,0,3962133,0.0
cfDNA,r:10044:10075:10109:`111,4,3962133,1.0095572258679858e-06
cfDNA,r:10044:10075:10111:`000,1069,3962133,0.0002698041686132192
cfDNA,r:10044:10075:10111:`001,0,3962133,0.0
cfDNA,r:10044:10075:10111:`010,0,3962133,0.0
cfDNA,r:10044:10075:10111:`011,0,3962133,0.0
cfDNA,r:10044:10075:10111:`100,18,3962133,4.5430075164059356e-06
cfDNA,r:10044:10075:10111:`101,0,3962133,0.0
cfDNA,r:10044:10075:10111:`110,0,3962133,0.0
cfDNA,r:10044:10075:10111:`111,4,3962133,1.0095572258679858e-06
cfDNA,r:10044:10075:10118:`000,969,3962133,0.00024456523796651956
cfDNA,r:10044:10075:10118:`001,0,3962133,0.0
cfDNA,r:10044:10075:10118:`010,0,3962133,0.0
cfDNA,r:10044:10075:10118:`011,0,3962133,0.0
cfDNA,r:10044:10075:10118:`100,18,3962133,4.5430075164059356e-06
cfDNA,r:10044:10075:10118:`101,0,3962133,0.0
cfDNA,r:10044:10075:10118:`110,0,3962133,0.0
cfDNA,r:10044:10075:10118:`111,2,3962133,5.047786129339929e-07
cfDNA,r:10044:10075:10121:`000,921,3962133,0.0002324505512561037
cfDNA,r:10044:10075:10121:`001,0,3962133,0.0
cfDNA,r:10044:10075:10121:`010,0,3962133,0.0
cfDNA,r:10044:10075:10121:`011,0,3962133,0.0
cfDNA,r:10044:10075:10121:`100,18,3962133,4.5430075164059356e-06
cfDNA,r:10044:10075:10121:`101,0,3962133,0.0
cfDNA,r:10044:10075:10121:`110,0,3962133,0.0
cfDNA,r:10044:10075:10121:`111,2,3962133,5.047786129339929e-07
cfDNA,r:10044:10075:10130:`000,810,3962133,0.0002044353382382671
cfDNA,r:10044:10075:10130:`001,0,3962133,0.0
cfDNA,r:10044:10075:10130:`010,0,3962133,0.0
cfDNA,r:10044:10075:10130:`011,0,3962133,0.0
cfDNA,r:10044:10075:10130:`100,0,3962133,0.0
cfDNA,r:10044:10075:10130:`101,0,3962133,0.0
cfDNA,r:10044:10075:10130:`110,0,3962133,0.0
cfDNA,r:10044:10075:10130:`111,0,3962133,0.0
cfDNA,r:10044:10075:10133:`000,778,3962133,0.00019635888043132322
cfDNA,r:10044:10075:10133:`001,32,3962133,8.076457806943886e-06
cfDNA,r:10044:10075:10133:`010,0,3962133,0.0
cfDNA,r:10044:10075:10133:`011,0,3962133,0.0
cfDNA,r:10044:10075:10133:`100,0,3962133,0.0
cfDNA,r:10044:10075:10133:`101,0,3962133,0.0
cfDNA,r:10044:10075:10133:`110,0,3962133,0.0
cfDNA,r:10044:10075:10133:`111,0,3962133,0.0
cfDNA,r:10044:10075:10140:`000,634,3962133,0.00016001482030007574
cfDNA,r:10044:10075:10140:`001,0,3962133,0.0
cfDNA,r:10044:10075:10140:`010,0,3962133,0.0
cfDNA,r:10044:10075:10140:`011,0,3962133,0.0
cfDNA,r:10044:10075:10140:`100,0,3962133,0.0
cfDNA,r:10044:10075:10140:`101,0,3962133,0.0
cfDNA,r:10044:10075:10140:`110,0,3962133,0.0
cfDNA,r:10044:10075:10140:`111,0,3962133,0.0
cfDNA,r:10044:10075:10146:`000,464,3962133,0.00011710863820068635
cfDNA,r:10044:10075:10146:`001,0,3962133,0.0
cfDNA,r:10044:10075:10146:`010,0,3962133,0.0
cfDNA,r:10044:10075:10146:`011,0,3962133,0.0
cfDNA,r:10044:10075:10146:`100,0,3962133,0.0
cfDNA,r:10044:10075:10146:`101,0,3962133,0.0
cfDNA,r:10044:10075:10146:`110,0,3962133,0.0
cfDNA,r:10044:10075:10146:`111,0,3962133,0.0
cfDNA,r:10044:10075:10150:`000,464,3962133,0.00011710863820068635
cfDNA,r:10044:10075:10150:`001,0,3962133,0.0
cfDNA,r:10044:10075:10150:`010,0,3962133,0.0
cfDNA,r:10044:10075:10150:`011,0,3962133,0.0
cfDNA,r:10044:10075:10150:`100,0,3962133,0.0
cfDNA,r:10044:10075:10150:`101,0,3962133,0.0
cfDNA,r:10044:10075:10150:`110,0,3962133,0.0
cfDNA,r:10044:10075:10150:`111,0,3962133,0.0
cfDNA,r:10044:10075:10159:`000,378,3962133,9.540315784452465e-05
cfDNA,r:10044:10075:10159:`001,0,3962133,0.0
cfDNA,r:10044:10075:10159:`010,0,3962133,0.0
cfDNA,r:10044:10075:10159:`011,0,3962133,0.0
cfDNA,r:10044:10075:10159:`100,0,3962133,0.0
cfDNA,r:10044:10075:10159:`101,0,3962133,0.0
cfDNA,r:10044:10075:10159:`110,0,3962133,0.0
cfDNA,r:10044:10075:10159:`111,0,3962133,0.0
cfDNA,r:10044:10075:10162:`000,346,3962133,8.732670003758077e-05
cfDNA,r:10044:10075:10162:`001,0,3962133,0.0
cfDNA,r:10044:10075:10162:`010,0,3962133,0.0
cfDNA,r:10044:10075:10162:`011,0,3962133,0.0
cfDNA,r:10044:10075:10162:`100,0,3962133,0.0
cfDNA,r:10044:10075:10162:`101,0,3962133,0.0
cfDNA,r:10044:10075:10162:`110,0,3962133,0.0
cfDNA,r:10044:10075:10162:`111,0,3962133,0.0
cfDNA,r:10044:10075:10179:`000,108,3962133,2.7258045098435615e-05
cfDNA,r:10044:10075:10179:`001,0,3962133,0.0
cfDNA,r:10044:10075:10179:`010,0,3962133,0.0
cfDNA,r:10044:10075:10179:`011,0,3962133,0.0
cfDNA,r:10044:10075:10179:`100,0,3962133,0.0
cfDNA,r:10044:10075:10179:`101,0,3962133,0.0
cfDNA,r:10044:10075:10179:`110,0,3962133,0.0
cfDNA,r:10044:10075:10179:`111,0,3962133,0.0
cfDNA,r:10044:10075:10184:`000,10,3962133,2.5238930646699644e-06
cfDNA,r:10044:10075:10184:`001,1,3962133,2.5238930646699644e-07
cfDNA,r:10044:10075:10184:`010,0,3962133,0.0
cfDNA,r:10044:10075:10184:`011,0,3962133,0.0
cfDNA,r:10044:10075:10184:`100,0,3962133,0.0
cfDNA,r:10044:10075:10184:`101,0,3962133,0.0
cfDNA,r:10044:10075:10184:`110,0,3962133,0.0
cfDNA,r:10044:10075:10184:`111,0,3962133,0.0
cfDNA,r:10044:10081:10088:`000,1061,3962133,0.0002677850541614832
cfDNA,r:10044:10081:10088:`001,9,3962133,2.2715037582029678e-06
cfDNA,r:10044:10081:10088:`010,0,3962133,0.0
cfDNA,r:10044:10081:10088:`011,0,3962133,0.0
cfDNA,r:10044:10081:10088:`100,18,3962133,4.5430075164059356e-06
cfDNA,r:10044:10081:10088:`101,0,3962133,0.0
cfDNA,r:10044:10081:10088:`110,0,3962133,0.0
cfDNA,r:10044:10081:10088:`111,4,3962133,1.0095572258679858e-06
cfDNA,r:10044:10081:10096:`000,1070,3962133,0.00027005655791968616
cfDNA,r:10044:10081:10096:`001,0,3962133,0.0
cfDNA,r:10044:10081:10096:`010,0,3962133,0.0
cfDNA,r:10044:10081:10096:`011,0,3962133,0.0
cfDNA,r:10044:10081:10096:`100,18,3962133,4.5430075164059356e-06
cfDNA,r:10044:10081:10096:`101,0,3962133,0.0
cfDNA,r:10044:10081:10096:`110,0,3962133,0.0
cfDNA,r:10044:10081:10096:`111,4,3962133,1.0095572258679858e-06
cfDNA,r:10044:10081:10102:`000,1068,3962133,0.0002695517793067522
cfDNA,r:10044:10081:10102:`001,0,3962133,0.0
cfDNA,r:10044:10081:10102:`010,0,3962133,0.0
cfDNA,r:10044:10081:10102:`011,0,3962133,0.0
cfDNA,r:10044:10081:10102:`100,18,3962133,4.5430075164059356e-06
cfDNA,r:10044:10081:10102:`101,0,3962133,0.0
cfDNA,r:10044:10081:10102:`110,0,3962133,0.0
cfDNA,r:10044:10081:10102:`111,4,3962133,1.0095572258679858e-06
cfDNA,r:10044:10081:10109:`000,1019,3962133,0.00025718470328986936
cfDNA,r:10044:10081:10109:`001,49,3962133,1.2367076016882825e-05
cfDNA,r:10044:10081:10109:`010,0,3962133,0.0
cfDNA,r:10044:10081:10109:`011,0,3962133,0.0
cfDNA,r:10044:10081:10109:`100,18,3962133,4.5430075164059356e-06
cfDNA,r:10044:10081:10109:`101,0,3962133,0.0
cfDNA,r:10044:10081:10109:`110,0,3962133,0.0
cfDNA,r:10044:10081:10109:`111,4,3962133,1.0095572258679858e-06
cfDNA,r:10044:10081:10111:`000,1069,3962133,0.0002698041686132192
cfDNA,r:10044:10081:10111:`001,0,3962133,0.0
cfDNA,r:10044:10081:10111:`010,0,3962133,0.0
cfDNA,r:10044:10081:10111:`011,0,3962133,0.0
cfDNA,r:10044:10081:10111:`100,18,3962133,4.5430075164059356e-06
cfDNA,r:10044:10081:10111:`101,0,3962133,0.0
cfDNA,r:10044:10081:10111:`110,0,3962133,0.0
cfDNA,r:10044:10081:10111:`111,4,3962133,1.0095572258679858e-06
cfDNA,r:10044:10081:10118:`000,969,3962133,0.00024456523796651956
cfDNA,r:10044:10081:10118:`001,0,3962133,0.0
cfDNA,r:10044:10081:10118:`010,0,3962133,0.0
cfDNA,r:10044:10081:10118:`011,0,3962133,0.0
cfDNA,r:10044:10081:10118:`100,18,3962133,4.5430075164059356e-06
cfDNA,r:10044:10081:10118:`101,0,3962133,0.0
cfDNA,r:10044:10081:10118:`110,0,3962133,0.0
cfDNA,r:10044:10081:10118:`111,2,3962133,5.047786129339929e-07
cfDNA,r:10044:10081:10121:`000,921,3962133,0.0002324505512561037
cfDNA,r:10044:10081:10121:`001,0,3962133,0.0
cfDNA,r:10044:10081:10121:`010,0,3962133,0.0
cfDNA,r:10044:10081:10121:`011,0,3962133,0.0
cfDNA,r:10044:10081:10121:`100,18,3962133,4.5430075164059356e-06
cfDNA,r:10044:10081:10121:`101,0,3962133,0.0
cfDNA,r:10044:10081:10121:`110,0,3962133,0.0
cfDNA,r:10044:10081:10121:`111,2,3962133,5.047786129339929e-07
cfDNA,r:10044:10081:10130:`000,810,3962133,0.0002044353382382671
cfDNA,r:10044:10081:10130:`001,0,3962133,0.0
cfDNA,r:10044:10081:10130:`010,0,3962133,0.0
cfDNA,r:10044:10081:10130:`011,0,3962133,0.0
cfDNA,r:10044:10081:10130:`100,0,3962133,0.0
cfDNA,r:10044:10081:10130:`101,0,3962133,0.0
cfDNA,r:10044:10081:10130:`110,0,3962133,0.0
cfDNA,r:10044:10081:10130:`111,0,3962133,0.0
cfDNA,r:10044:10081:10133:`000,778,3962133,0.00019635888043132322
cfDNA,r:10044:10081:10133:`001,32,3962133,8.076457806943886e-06
cfDNA,r:10044:10081:10133:`010,0,3962133,0.0
cfDNA,r:10044:10081:10133:`011,0,3962133,0.0
cfDNA,r:10044:10081:10133:`100,0,3962133,0.0
cfDNA,r:10044:10081:10133:`101,0,3962133,0.0
cfDNA,r:10044:10081:10133:`110,0,3962133,0.0
cfDNA,r:10044:10081:10133:`111,0,3962133,0.0
cfDNA,r:10044:10081:10140:`000,634,3962133,0.00016001482030007574
cfDNA,r:10044:10081:10140:`001,0,3962133,0.0
cfDNA,r:10044:10081:10140:`010,0,3962133,0.0
cfDNA,r:10044:10081:10140:`011,0,3962133,0.0
cfDNA,r:10044:10081:10140:`100,0,3962133,0.0
cfDNA,r:10044:10081:10140:`101,0,3962133,0.0
cfDNA,r:10044:10081:10140:`110,0,3962133,0.0
cfDNA,r:10044:10081:10140:`111,0,3962133,0.0
cfDNA,r:10044:10081:10146:`000,464,3962133,0.00011710863820068635
cfDNA,r:10044:10081:10146:`001,0,3962133,0.0
cfDNA,r:10044:10081:10146:`010,0,3962133,0.0
cfDNA,r:10044:10081:10146:`011,0,3962133,0.0
cfDNA,r:10044:10081:10146:`100,0,3962133,0.0
cfDNA,r:10044:10081:10146:`101,0,3962133,0.0
cfDNA,r:10044:10081:10146:`110,0,3962133,0.0
cfDNA,r:10044:10081:10146:`111,0,3962133,0.0
cfDNA,r:10044:10081:10150:`000,464,3962133,0.00011710863820068635
cfDNA,r:10044:10081:10150:`001,0,3962133,0.0
cfDNA,r:10044:10081:10150:`010,0,3962133,0.0
cfDNA,r:10044:10081:10150:`011,0,3962133,0.0
cfDNA,r:10044:10081:10150:`100,0,3962133,0.0
cfDNA,r:10044:10081:10150:`101,0,3962133,0.0
cfDNA,r:10044:10081:10150:`110,0,3962133,0.0
cfDNA,r:10044:10081:10150:`111,0,3962133,0.0
cfDNA,r:10044:10081:10159:`000,378,3962133,9.540315784452465e-05
cfDNA,r:10044:10081:10159:`001,0,3962133,0.0
cfDNA,r:10044:10081:10159:`010,0,3962133,0.0
cfDNA,r:10044:10081:10159:`011,0,3962133,0.0
cfDNA,r:10044:10081:10159:`100,0,3962133,0.0
cfDNA,r:10044:10081:10159:`101,0,3962133,0.0
cfDNA,r:10044:10081:10159:`110,0,3962133,0.0
cfDNA,r:10044:10081:10159:`111,0,3962133,0.0
cfDNA,r:10044:10081:10162:`000,346,3962133,8.732670003758077e-05
cfDNA,r:10044:10081:10162:`001,0,3962133,0.0
cfDNA,r:10044:10081:10162:`010,0,3962133,0.0
cfDNA,r:10044:10081:10162:`011,0,3962133,0.0
cfDNA,r:10044:10081:10162:`100,0,3962133,0.0
cfDNA,r:10044:10081:10162:`101,0,3962133,0.0
cfDNA,r:10044:10081:10162:`110,0,3962133,0.0
cfDNA,r:10044:10081:10162:`111,0,3962133,0.0
cfDNA,r:10044:10081:10179:`000,108,3962133,2.7258045098435615e-05
cfDNA,r:10044:10081:10179:`001,0,3962133,0.0
cfDNA,r:10044:10081:10179:`010,0,3962133,0.0
cfDNA,r:10044:10081:10179:`011,0,3962133,0.0
cfDNA,r:10044:10081:10179:`100,0,3962133,0.0
cfDNA,r:10044:10081:10179:`101,0,3962133,0.0
cfDNA,r:10044:10081:10179:`110,0,3962133,0.0
cfDNA,r:10044:10081:10179:`111,0,3962133,0.0
cfDNA,r:10044:10081:10184:`000,10,3962133,2.5238930646699644e-06
cfDNA,r:10044:10081:10184:`001,1,3962133,2.5238930646699644e-07
cfDNA,r:10044:10081:10184:`010,0,3962133,0.0
cfDNA,r:10044:10081:10184:`011,0,3962133,0.0
cfDNA,r:10044:10081:10184:`100,0,3962133,0.0
cfDNA,r:10044:10081:10184:`101,0,3962133,0.0
cfDNA,r:10044:10081:10184:`110,0,3962133,0.0
cfDNA,r:10044:10081:10184:`111,0,3962133,0.0
cfDNA,r:10044:10088:10096:`000,1061,3962133,0.0002677850541614832
cfDNA,r:10044:10088:10096:`001,0,3962133,0.0
cfDNA,r:10044:10088:10096:`010,9,3962133,2.2715037582029678e-06
cfDNA,r:10044:10088:10096:`011,0,3962133,0.0
cfDNA,r:10044:10088:10096:`100,18,3962133,4.5430075164059356e-06
cfDNA,r:10044:10088:10096:`101,0,3962133,0.0
cfDNA,r:10044:10088:10096:`110,0,3962133,0.0
cfDNA,r:10044:10088:10096:`111,4,3962133,1.0095572258679858e-06
cfDNA,r:10044:10088:10102:`000,1059,3962133,0.0002672802755485492
cfDNA,r:10044:10088:10102:`001,0,3962133,0.0
cfDNA,r:10044:10088:10102:`010,9,3962133,2.2715037582029678e-06
cfDNA,r:10044:10088:10102:`011,0,3962133,0.0
cfDNA,r:10044:10088:10102:`100,18,3962133,4.5430075164059356e-06
cfDNA,r:10044:10088:10102:`101,0,3962133,0.0
cfDNA,r:10044:10088:10102:`110,0,3962133,0.0
cfDNA,r:10044:10088:10102:`111,4,3962133,1.0095572258679858e-06
cfDNA,r:10044:10088:10109:`000,1010,3962133,0.0002549131995316664
cfDNA,r:10044:10088:10109:`001,49,3962133,1.2367076016882825e-05
cfDNA,r:10044:10088:10109:`010,9,3962133,2.2715037582029678e-06
cfDNA,r:10044:10088:10109:`011,0,3962133,0.0
cfDNA,r:10044:10088:10109:`100,18,3962133,4.5430075164059356e-06
cfDNA,r:10044:10088:10109:`101,0,3962133,0.0
cfDNA,r:10044:10088:10109:`110,0,3962133,0.0
cfDNA,r:10044:10088:10109:`111,4,3962133,1.0095572258679858e-06
cfDNA,r:10044:10088:10111:`000,1060,3962133,0.0002675326648550162
cfDNA,r:10044:10088:10111:`001,0,3962133,0.0
cfDNA,r:10044:10088:10111:`010,9,3962133,2.2715037582029678e-06
cfDNA,r:10044:10088:10111:`011,0,3962133,0.0
cfDNA,r:10044:10088:10111:`100,18,3962133,4.5430075164059356e-06
cfDNA,r:10044:10088:10111:`101,0,3962133,0.0
cfDNA,r:10044:10088:10111:`110,0,3962133,0.0
cfDNA,r:10044:10088:10111:`111,4,3962133,1.0095572258679858e-06
cfDNA,r:10044:10088:10118:`000,960,3962133,0.00024229373420831657
cfDNA,r:10044:10088:10118:`001,0,3962133,0.0
cfDNA,r:10044:10088:10118:`010,9,3962133,2.2715037582029678e-06
cfDNA,r:10044:10088:10118:`011,0,3962133,0.0
cfDNA,r:10044:10088:10118:`100,18,3962133,4.5430075164059356e-06
cfDNA,r:10044:10088:10118:`101,0,3962133,0.0
cfDNA,r:10044:10088:10118:`110,0,3962133,0.0
cfDNA,r:10044:10088:10118:`111,2,3962133,5.047786129339929e-07
cfDNA,r:10044:10088:10121:`000,912,3962133,0.00023017904749790075
cfDNA,r:10044:10088:10121:`001,0,3962133,0.0
cfDNA,r:10044:10088:10121:`010,9,3962133,2.2715037582029678e-06
cfDNA,r:10044:10088:10121:`011,0,3962133,0.0
cfDNA,r:10044:10088:10121:`100,18,3962133,4.5430075164059356e-06
cfDNA,r:10044:10088:10121:`101,0,3962133,0.0
cfDNA,r:10044:10088:10121:`110,0,3962133,0.0
cfDNA,r:10044:10088:10121:`111,2,3962133,5.047786129339929e-07
cfDNA,r:10044:10088:10130:`000,801,3962133,0.00020216383448006415
cfDNA,r:10044:10088:10130:`001,0,3962133,0.0
cfDNA,r:10044:10088:10130:`010,9,3962133,2.2715037582029678e-06
cfDNA,r:10044:10088:10130:`011,0,3962133,0.0
cfDNA,r:10044:10088:10130:`100,0,3962133,0.0
cfDNA,r:10044:10088:10130:`101,0,3962133,0.0
cfDNA,r:10044:10088:10130:`110,0,3962133,0.0
cfDNA,r:10044:10088:10130:`111,0,3962133,0.0
cfDNA,r:10044:10088:10133:`000,769,3962133,0.00019408737667312025
cfDNA,r:10044:10088:10133:`001,32,3962133,8.076457806943886e-06
cfDNA,r:10044:10088:10133:`010,9,3962133,2.2715037582029678e-06
cfDNA,r:10044:10088:10133:`011,0,3962133,0.0
cfDNA,r:10044:10088:10133:`100,0,3962133,0.0
cfDNA,r:10044:10088:10133:`101,0,3962133,0.0
cfDNA,r:10044:10088:10133:`110,0,3962133,0.0
cfDNA,r:10044:10088:10133:`111,0,3962133,0.0
cfDNA,r:10044:10088:10140:`000,625,3962133,0.00015774331654187278
cfDNA,r:10044:10088:10140:`001,0,3962133,0.0
cfDNA,r:10044:10088:10140:`010,9,3962133,2.2715037582029678e-06
cfDNA,r:10044:10088:10140:`011,0,3962133,0.0
cfDNA,r:10044:10088:10140:`100,0,3962133,0.0
cfDNA,r:10044:10088:10140:`101,0,3962133,0.0
cfDNA,r:10044:10088:10140:`110,0,3962133,0.0
cfDNA,r:10044:10088:10140:`111,0,3962133,0.0
cfDNA,r:10044:10088:10146:`000,455,3962133,0.00011483713444248338
cfDNA,r:10044:10088:10146:`001,0,3962133,0.0
cfDNA,r:10044:10088:10146:`010,9,3962133,2.2715037582029678e-06
cfDNA,r:10044:10088:10146:`011,0,3962133,0.0
cfDNA,r:10044:10088:10146:`100,0,3962133,0.0
cfDNA,r:10044:10088:10146:`101,0,3962133,0.0
cfDNA,r:10044:10088:10146:`110,0,3962133,0.0
cfDNA,r:10044:10088:10146:`111,0,3962133,0.0
cfDNA,r:10044:10088:10150:`000,455,3962133,0.00011483713444248338
cfDNA,r:10044:10088:10150:`001,0,3962133,0.0
cfDNA,r:10044:10088:10150:`010,9,3962133,2.2715037582029678e-06
cfDNA,r:10044:10088:10150:`011,0,3962133,0.0
cfDNA,r:10044:10088:10150:`100,0,3962133,0.0
cfDNA,r:10044:10088:10150:`101,0,3962133,0.0
cfDNA,r:10044:10088:10150:`110,0,3962133,0.0
cfDNA,r:10044:10088:10150:`111,0,3962133,0.0
cfDNA,r:10044:10088:10159:`000,369,3962133,9.313165408632169e-05
cfDNA,r:10044:10088:10159:`001,0,3962133,0.0
cfDNA,r:10044:10088:10159:`010,9,3962133,2.2715037582029678e-06
cfDNA,r:10044:10088:10159:`011,0,3962133,0.0
cfDNA,r:10044:10088:10159:`100,0,3962133,0.0
cfDNA,r:10044:10088:10159:`101,0,3962133,0.0
cfDNA,r:10044:10088:10159:`110,0,3962133,0.0
cfDNA,r:10044:10088:10159:`111,0,3962133,0.0
cfDNA,r:10044:10088:10162:`000,337,3962133,8.50551962793778e-05
cfDNA,r:10044:10088:10162:`001,0,3962133,0.0
cfDNA,r:10044:10088:10162:`010,9,3962133,2.2715037582029678e-06
cfDNA,r:10044:10088:10162:`011,0,3962133,0.0
cfDNA,r:10044:10088:10162:`100,0,3962133,0.0
cfDNA,r:10044:10088:10162:`101,0,3962133,0.0
cfDNA,r:10044:10088:10162:`110,0,3962133,0.0
cfDNA,r:10044:10088:10162:`111,0,3962133,0.0
cfDNA,r:10044:10088:10179:`000,108,3962133,2.7258045098435615e-05
cfDNA,r:10044:10088:10179:`001,0,3962133,0.0
cfDNA,r:10044:10088:10179:`010,0,3962133,0.0
cfDNA,r:10044:10088:10179:`011,0,3962133,0.0
cfDNA,r:10044:10088:10179:`100,0,3962133,0.0
cfDNA,r:10044:10088:10179:`101,0,3962133,0.0
cfDNA,r:10044:10088:10179:`110,0,3962133,0.0
cfDNA,r:10044:10088:10179:`111,0,3962133,0.0
cfDNA,r:10044:10088:10184:`000,10,3962133,2.5238930646699644e-06
cfDNA,r:10044:10088:10184:`001,1,3962133,2.5238930646699644e-07
cfDNA,r:10044:10088:10184:`010,0,3962133,0.0
cfDNA,r:10044:10088:10184:`011,0,3962133,0.0
cfDNA,r:10044:10088:10184:`100,0,3962133,0.0
cfDNA,r:10044:10088:10184:`101,0,3962133,0.0
cfDNA,r:10044:10088:10184:`110,0,3962133,0.0
cfDNA,r:10044:10088:10184:`111,0,3962133,0.0
cfDNA,r:10044:10096:10102:`000,1068,3962133,0.0002695517793067522
cfDNA,r:10044:10096:10102:`001,0,3962133,0.0
cfDNA,r:10044:10096:10102:`010,0,3962133,0.0
cfDNA,r:10044:10096:10102:`011,0,3962133,0.0
cfDNA,r:10044:10096:10102:`100,18,3962133,4.5430075164059356e-06
cfDNA,r:10044:10096:10102:`101,0,3962133,0.0
cfDNA,r:10044:10096:10102:`110,0,3962133,0.0
cfDNA,r:10044:10096:10102:`111,4,3962133,1.0095572258679858e-06
cfDNA,r:10044:10096:10109:`000,1019,3962133,0.00025718470328986936
cfDNA,r:10044:10096:10109:`001,49,3962133,1.2367076016882825e-05
cfDNA,r:10044:10096:10109:`010,0,3962133,0.0
cfDNA,r:10044:10096:10109:`011,0,3962133,0.0
cfDNA,r:10044:10096:10109:`100,18,3962133,4.5430075164059356e-06
cfDNA,r:10044:10096:10109:`101,0,3962133,0.0
cfDNA,r:10044:10096:10109:`110,0,3962133,0.0
cfDNA,r:10044:10096:10109:`111,4,3962133,1.0095572258679858e-06
cfDNA,r:10044:10096:10111:`000,1069,3962133,0.0002698041686132192
cfDNA,r:10044:10096:10111:`001,0,3962133,0.0
cfDNA,r:10044:10096:10111:`010,0,3962133,0.0
cfDNA,r:10044:10096:10111:`011,0,3962133,0.0
cfDNA,r:10044:10096:10111:`100,18,3962133,4.5430075164059356e-06
cfDNA,r:10044:10096:10111:`101,0,3962133,0.0
cfDNA,r:10044:10096:10111:`110,0,3962133,0.0
cfDNA,r:10044:10096:10111:`111,4,3962133,1.0095572258679858e-06
cfDNA,r:10044:10096:10118:`000,969,3962133,0.00024456523796651956
cfDNA,r:10044:10096:10118:`001,0,3962133,0.0
cfDNA,r:10044:10096:10118:`010,0,3962133,0.0
cfDNA,r:10044:10096:10118:`011,0,3962133,0.0
cfDNA,r:10044:10096:10118:`100,18,3962133,4.5430075164059356e-06
cfDNA,r:10044:10096:10118:`101,0,3962133,0.0
cfDNA,r:10044:10096:10118:`110,0,3962133,0.0
cfDNA,r:10044:10096:10118:`111,2,3962133,5.047786129339929e-07
cfDNA,r:10044:10096:10121:`000,921,3962133,0.0002324505512561037
cfDNA,r:10044:10096:10121:`001,0,3962133,0.0
cfDNA,r:10044:10096:10121:`010,0,3962133,0.0
cfDNA,r:10044:10096:10121:`011,0,3962133,0.0
cfDNA,r:10044:10096:10121:`100,18,3962133,4.5430075164059356e-06
cfDNA,r:10044:10096:10121:`101,0,3962133,0.0
cfDNA,r:10044:10096:10121:`110,0,3962133,0.0
cfDNA,r:10044:10096:10121:`111,2,3962133,5.047786129339929e-07
cfDNA,r:10044:10096:10130:`000,810,3962133,0.0002044353382382671
cfDNA,r:10044:10096:10130:`001,0,3962133,0.0
cfDNA,r:10044:10096:10130:`010,0,3962133,0.0
cfDNA,r:10044:10096:10130:`011,0,3962133,0.0
cfDNA,r:10044:10096:10130:`100,0,3962133,0.0
cfDNA,r:10044:10096:10130:`101,0,3962133,0.0
cfDNA,r:10044:10096:10130:`110,0,3962133,0.0
cfDNA,r:10044:10096:10130:`111,0,3962133,0.0
cfDNA,r:10044:10096:10133:`000,778,3962133,0.00019635888043132322
cfDNA,r:10044:10096:10133:`001,32,3962133,8.076457806943886e-06
cfDNA,r:10044:10096:10133:`010,0,3962133,0.0
cfDNA,r:10044:10096:10133:`011,0,3962133,0.0
cfDNA,r:10044:10096:10133:`100,0,3962133,0.0
cfDNA,r:10044:10096:10133:`101,0,3962133,0.0
cfDNA,r:10044:10096:10133:`110,0,3962133,0.0
cfDNA,r:10044:10096:10133:`111,0,3962133,0.0
