strand,CpG_Coordinates,`000,`001,`010,`011,`100,`101,`110,`111,Sample_ID,Replicate,Tissue
r,10044:10088:10109,1010,49,9,0,18,0,0,4,1,Rep2,cfDNA
r,10044:10088:10111,1060,0,9,0,18,0,0,4,1,Rep2,cfDNA
r,10044:10088:10118,960,0,9,0,18,0,0,2,1,Rep2,cfDNA
r,10044:10088:10121,912,0,9,0,18,0,0,2,1,Rep2,cfDNA
r,10044:10088:10130,801,0,9,0,0,0,0,0,1,Rep2,cfDNA
r,10044:10088:10133,769,32,9,0,0,0,0,0,1,Rep2,cfDNA
r,10044:10088:10140,625,0,9,0,0,0,0,0,1,Rep2,cfDNA
r,10044:10088:10146,455,0,9,0,0,0,0,0,1,Rep2,cfDNA
r,10044:10088:10150,455,0,9,0,0,0,0,0,1,Rep2,cfDNA
r,10044:10088:10159,369,0,9,0,0,0,0,0,1,Rep2,cfDNA
r,10044:10088:10162,337,0,9,0,0,0,0,0,1,Rep2,cfDNA
r,10044:10088:10179,108,0,0,0,0,0,0,0,1,Rep2,cfDNA
r,10044:10088:10184,10,1,0,0,0,0,0,0,1,Rep2,cfDNA
r,10044:10096:10102,1068,0,0,0,18,0,0,4,1,Rep2,cfDNA
r,10044:10096:10109,1019,49,0,0,18,0,0,4,1,Rep2,cfDNA
r,10044:10096:10111,1069,0,0,0,18,0,0,4,1,Rep2,cfDNA
r,10044:10096:10118,969,0,0,0,18,0,0,2,1,Rep2,cfDNA
r,10044:10096:10121,921,0,0,0,18,0,0,2,1,Rep2,cfDNA
r,10044:10096:10130,810,0,0,0,0,0,0,0,1,Rep2,cfDNA
r,10044:10096:10133,778,32,0,0,0,0,0,0,1,Rep2,cfDNA
r,10044:10096:10140,634,0,0,0,0,0,0,0,1,Rep2,cfDNA
r,10044:10096:10146,464,0,0,0,0,0,0,0,1,Rep2,cfDNA
r,10044:10096:10150,464,0,0,0,0,0,0,0,1,Rep2,cfDNA
r,10044:10096:10159,378,0,0,0,0,0,0,0,1,Rep2,cfDNA
r,10044:10096:10162,346,0,0,0,0,0,0,0,1,Rep2,cfDNA
r,10044:10096:10179,108,0,0,0,0,0,0,0,1,Rep2,cfDNA
r,10044:10096:10184,10,1,0,0,0,0,0,0,1,Rep2,cfDNA
r,10044:10102:10109,1017,49,0,0,18,0,0,4,1,Rep2,cfDNA
r,10044:10102:10111,1067,0,0,0,18,0,0,4,1,Rep2,cfDNA
r,10044:10102:10118,967,0,0,0,18,0,0,2,1,Rep2,cfDNA
r,10044:10102:10121,919,0,0,0,18,0,0,2,1,Rep2,cfDNA
r,10044:10102:10130,808,0,0,0,0,0,0,0,1,Rep2,cfDNA
r,10044:10102:10133,776,32,0,0,0,0,0,0,1,Rep2,cfDNA
r,10044:10102:10140,633,0,0,0,0,0,0,0,1,Rep2,cfDNA
r,10044:10102:10146,464,0,0,0,0,0,0,0,1,Rep2,cfDNA
r,10044:10102:10150,464,0,0,0,0,0,0,0,1,Rep2,cfDNA
r,10044:10102:10159,378,0,0,0,0,0,0,0,1,Rep2,cfDNA
r,10044:10102:10162,346,0,0,0,0,0,0,0,1,Rep2,cfDNA
r,10044:10102:10179,108,0,0,0,0,0,0,0,1,Rep2,cfDNA
r,10044:10102:10184,10,1,0,0,0,0,0,0,1,Rep2,cfDNA
r,10044:10109:10111,1018,0,49,0,18,0,0,4,1,Rep2,cfDNA
r,10044:10109:10118,918,0,49,0,18,0,0,2,1,Rep2,cfDNA
r,10044:10109:10121,891,0,30,0,18,0,0,2,1,Rep2,cfDNA
r,10044:10109:10130,793,0,16,0,0,0,0,0,1,Rep2,cfDNA
r,10044:10109:10133,761,32,16,0,0,0,0,0,1,Rep2,cfDNA
r,10044:10109:10140,626,0,8,0,0,0,0,0,1,Rep2,cfDNA
r,10044:10109:10146,464,0,0,0,0,0,0,0,1,Rep2,cfDNA
r,10044:10109:10150,464,0,0,0,0,0,0,0,1,Rep2,cfDNA
r,10044:10109:10159,378,0,0,0,0,0,0,0,1,Rep2,cfDNA
r,10044:10109:10162,346,0,0,0,0,0,0,0,1,Rep2,cfDNA
r,10044:10109:10179,108,0,0,0,0,0,0,0,1,Rep2,cfDNA
r,10044:10109:10184,10,1,0,0,0,0,0,0,1,Rep2,cfDNA
r,10044:10111:10118,969,0,0,0,18,0,0,2,1,Rep2,cfDNA
r,10044:10111:10121,921,0,0,0,18,0,0,2,1,Rep2,cfDNA
r,10044:10111:10130,810,0,0,0,0,0,0,0,1,Rep2,cfDNA
r,10044:10111:10133,778,32,0,0,0,0,0,0,1,Rep2,cfDNA
r,10044:10111:10140,634,0,0,0,0,0,0,0,1,Rep2,cfDNA
r,10044:10111:10146,464,0,0,0,0,0,0,0,1,Rep2,cfDNA
r,10044:10111:10150,464,0,0,0,0,0,0,0,1,Rep2,cfDNA
r,10044:10111:10159,378,0,0,0,0,0,0,0,1,Rep2,cfDNA
r,10044:10111:10162,346,0,0,0,0,0,0,0,1,Rep2,cfDNA
r,10044:10111:10179,108,0,0,0,0,0,0,0,1,Rep2,cfDNA
r,10044:10111:10184,10,1,0,0,0,0,0,0,1,Rep2,cfDNA
r,10044:10118:10121,920,0,0,0,18,0,0,2,1,Rep2,cfDNA
r,10044:10118:10130,809,0,0,0,0,0,0,0,1,Rep2,cfDNA
r,10044:10118:10133,777,32,0,0,0,0,0,0,1,Rep2,cfDNA
r,10044:10118:10140,634,0,0,0,0,0,0,0,1,Rep2,cfDNA
r,10044:10118:10146,464,0,0,0,0,0,0,0,1,Rep2,cfDNA
r,10044:10118:10150,464,0,0,0,0,0,0,0,1,Rep2,cfDNA
r,10044:10118:10159,378,0,0,0,0,0,0,0,1,Rep2,cfDNA
r,10044:10118:10162,346,0,0,0,0,0,0,0,1,Rep2,cfDNA
r,10044:10118:10179,108,0,0,0,0,0,0,0,1,Rep2,cfDNA
r,10044:10118:10184,10,1,0,0,0,0,0,0,1,Rep2,cfDNA
r,10044:10121:10130,807,0,0,0,0,0,0,0,1,Rep2,cfDNA
r,10044:10121:10133,775,32,0,0,0,0,0,0,1,Rep2,cfDNA
r,10044:10121:10140,633,0,0,0,0,0,0,0,1,Rep2,cfDNA
r,10044:10121:10146,464,0,0,0,0,0,0,0,1,Rep2,cfDNA
r,10044:10121:10150,464,0,0,0,0,0,0,0,1,Rep2,cfDNA
r,10044:10121:10159,378,0,0,0,0,0,0,0,1,Rep2,cfDNA
r,10044:10121:10162,346,0,0,0,0,0,0,0,1,Rep2,cfDNA
r,10044:10121:10179,108,0,0,0,0,0,0,0,1,Rep2,cfDNA
r,10044:10121:10184,10,1,0,0,0,0,0,0,1,Rep2,cfDNA
r,10044:10130:10133,776,32,0,0,0,0,0,0,1,Rep2,cfDNA
r,10044:10130:10140,633,0,0,0,0,0,0,0,1,Rep2,cfDNA
r,10044:10130:10146,463,0,0,0,0,0,0,0,1,Rep2,cfDNA
r,10044:10130:10150,463,0,0,0,0,0,0,0,1,Rep2,cfDNA
r,10044:10130:10159,377,0,0,0,0,0,0,0,1,Rep2,cfDNA
r,10044:10130:10162,345,0,0,0,0,0,0,0,1,Rep2,cfDNA
r,10044:10130:10179,107,0,0,0,0,0,0,0,1,Rep2,cfDNA
r,10044:10130:10184,9,1,0,0,0,0,0,0,1,Rep2,cfDNA
r,10044:10133:10140,600,0,32,0,0,0,0,0,1,Rep2,cfDNA
r,10044:10133:10146,431,0,32,0,0,0,0,0,1,Rep2,cfDNA
r,10044:10133:10150,431,0,32,0,0,0,0,0,1,Rep2,cfDNA
r,10044:10133:10159,345,0,32,0,0,0,0,0,1,Rep2,cfDNA
r,10044:10133:10162,313,0,32,0,0,0,0,0,1,Rep2,cfDNA
r,10044:10133:10179,75,0,32,0,0,0,0,0,1,Rep2,cfDNA
r,10044:10133:10184,10,1,0,0,0,0,0,0,1,Rep2,cfDNA
r,10044:10140:10146,463,0,0,0,0,0,0,0,1,Rep2,cfDNA
r,10044:10140:10150,463,0,0,0,0,0,0,0,1,Rep2,cfDNA
r,10044:10140:10159,377,0,0,0,0,0,0,0,1,Rep2,cfDNA
r,10044:10140:10162,345,0,0,0,0,0,0,0,1,Rep2,cfDNA
r,10044:10140:10179,108,0,0,0,0,0,0,0,1,Rep2,cfDNA
r,10044:10140:10184,10,1,0,0,0,0,0,0,1,Rep2,cfDNA
r,10044:10146:10150,464,0,0,0,0,0,0,0,1,Rep2,cfDNA
r,10044:10146:10159,378,0,0,0,0,0,0,0,1,Rep2,cfDNA
r,10044:10146:10162,346,0,0,0,0,0,0,0,1,Rep2,cfDNA
r,10044:10146:10179,108,0,0,0,0,0,0,0,1,Rep2,cfDNA
r,10044:10146:10184,10,1,0,0,0,0,0,0,1,Rep2,cfDNA
r,10044:10150:10159,378,0,0,0,0,0,0,0,1,Rep2,cfDNA
r,10044:10150:10162,346,0,0,0,0,0,0,0,1,Rep2,cfDNA
r,10044:10150:10179,108,0,0,0,0,0,0,0,1,Rep2,cfDNA
r,10044:10150:10184,10,1,0,0,0,0,0,0,1,Rep2,cfDNA
r,10044:10159:10162,343,0,0,0,0,0,0,0,1,Rep2,cfDNA
r,10044:10159:10179,107,0,0,0,0,0,0,0,1,Rep2,cfDNA
r,10044:10159:10184,10,1,0,0,0,0,0,0,1,Rep2,cfDNA
r,10044:10162:10179,108,0,0,0,0,0,0,0,1,Rep2,cfDNA
r,10044:10162:10184,10,1,0,0,0,0,0,0,1,Rep2,cfDNA
r,10044:10179:10184,10,1,0,0,0,0,0,0,1,Rep2,cfDNA
r,10046:10053:10058,1213,20,0,0,9,0,0,4,1,Rep2,cfDNA
r,10046:10053:10071,1219,14,0,0,9,0,0,4,1,Rep2,cfDNA
r,10046:10053:10075,1233,0,0,0,9,0,0,4,1,Rep2,cfDNA
r,10046:10053:10081,1233,0,0,0,9,0,0,4,1,Rep2,cfDNA
r,10046:10053:10088,1203,0,0,0,0,9,0,4,1,Rep2,cfDNA
r,10046:10053:10096,1203,0,0,0,9,0,0,4,1,Rep2,cfDNA
r,10046:10053:10102,1201,0,0,0,9,0,0,4,1,Rep2,cfDNA
r,10046:10053:10109,1152,49,0,0,9,0,0,4,1,Rep2,cfDNA
r,10046:10053:10111,1202,0,0,0,9,0,0,4,1,Rep2,cfDNA
r,10046:10053:10118,1102,0,0,0,9,0,0,2,1,Rep2,cfDNA
r,10046:10053:10121,1054,0,0,0,9,0,0,2,1,Rep2,cfDNA
r,10046:10053:10130,926,0,0,0,9,0,0,0,1,Rep2,islet
r,10046:10053:10133,894,32,0,0,9,0,0,0,1,Rep2,islet
r,10046:10053:10140,751,0,0,0,9,0,0,0,1,Rep2,islet
r,10046:10053:10146,581,0,0,0,9,0,0,0,1,Rep2,islet
r,10046:10053:10150,581,0,0,0,9,0,0,0,1,Rep2,islet
r,10046:10053:10159,495,0,0,0,9,0,0,0,1,Rep2,islet
r,10046:10053:10162,463,0,0,0,9,0,0,0,1,Rep2,islet
r,10046:10053:10179,234,0,0,0,0,0,0,0,1,Rep2,islet
r,10046:10053:10184,134,1,0,0,0,0,0,0,1,Rep2,islet
r,10046:10053:10191,39,26,0,0,0,0,0,0,1,Rep2,islet
r,10046:10058:10071,1213,0,6,14,9,0,0,4,1,Rep2,islet
r,10046:10058:10075,1213,0,20,0,9,0,0,4,1,Rep2,islet
r,10046:10058:10081,1213,0,20,0,9,0,0,4,1,Rep2,islet
r,10046:10058:10088,1183,0,20,0,0,9,0,4,1,Rep2,islet
r,10046:10058:10096,1183,0,20,0,9,0,0,4,1,Rep2,islet
r,10046:10058:10102,1181,0,20,0,9,0,0,4,1,Rep2,islet
r,10046:10058:10109,1146,35,6,14,9,0,0,4,1,Rep2,islet
r,10046:10058:10111,1182,0,20,0,9,0,0,4,1,Rep2,islet
r,10046:10058:10118,1082,0,20,0,9,0,0,2,1,Rep2,islet
r,10046:10058:10121,1034,0,20,0,9,0,0,2,1,Rep2,islet
r,10046:10058:10130,920,0,6,0,9,0,0,0,1,Rep2,islet
r,10046:10058:10133,888,32,6,0,9,0,0,0,1,Rep2,islet
r,10046:10058:10140,745,0,6,0,9,0,0,0,1,Rep2,islet
r,10046:10058:10146,575,0,6,0,9,0,0,0,1,Rep2,islet
r,10046:10058:10150,575,0,6,0,9,0,0,0,1,Rep2,islet
r,10046:10058:10159,492,0,3,0,9,0,0,0,1,Rep2,islet
r,10046:10058:10162,460,0,3,0,9,0,0,0,1,Rep2,islet
r,10046:10058:10179,231,0,3,0,0,0,0,0,1,Rep2,islet
r,10046:10058:10184,134,1,0,0,0,0,0,0,1,Rep2,islet
r,10046:10058:10191,39,26,0,0,0,0,0,0,1,Rep2,islet
r,10046:10071:10075,1219,0,14,0,9,0,0,4,1,Rep2,islet
r,10046:10071:10081,1219,0,14,0,9,0,0,4,1,Rep2,islet
r,10046:10071:10088,1189,0,14,0,0,9,0,4,1,Rep2,islet
r,10046:10071:10096,1189,0,14,0,9,0,0,4,1,Rep2,islet
r,10046:10071:10102,1187,0,14,0,9,0,0,4,1,Rep2,islet
r,10046:10071:10109,1152,35,0,14,9,0,0,4,1,Rep2,islet
r,10046:10071:10111,1188,0,14,0,9,0,0,4,1,Rep2,islet
r,10046:10071:10118,1088,0,14,0,9,0,0,2,1,Rep2,islet
r,10046:10071:10121,1040,0,14,0,9,0,0,2,1,Rep2,islet
r,10046:10071:10130,926,0,0,0,9,0,0,0,1,Rep2,islet
r,10046:10071:10133,894,32,0,0,9,0,0,0,1,Rep2,islet
r,10046:10071:10140,751,0,0,0,9,0,0,0,1,Rep2,islet
r,10046:10071:10146,581,0,0,0,9,0,0,0,1,Rep2,islet
r,10046:10071:10150,581,0,0,0,9,0,0,0,1,Rep2,islet
r,10046:10071:10159,495,0,0,0,9,0,0,0,1,Rep2,islet
r,10046:10071:10162,463,0,0,0,9,0,0,0,1,Rep2,islet
r,10046:10071:10179,234,0,0,0,0,0,0,0,1,Rep2,islet
r,10046:10071:10184,134,1,0,0,0,0,0,0,1,Rep2,islet
r,10046:10071:10191,39,26,0,0,0,0,0,0,1,Rep2,islet
r,10046:10075:10081,1233,0,0,0,9,0,0,4,1,Rep2,islet
r,10046:10075:10088,1203,0,0,0,0,9,0,4,1,Rep2,islet
r,10046:10075:10096,1203,0,0,0,9,0,0,4,1,Rep2,islet
r,10046:10075:10102,1201,0,0,0,9,0,0,4,1,Rep2,islet
r,10046:10075:10109,1152,49,0,0,9,0,0,4,1,Rep2,islet
r,10046:10075:10111,1202,0,0,0,9,0,0,4,1,Rep2,islet
r,10046:10075:10118,1102,0,0,0,9,0,0,2,1,Rep2,islet
r,10046:10075:10121,1054,0,0,0,9,0,0,2,1,Rep2,islet
r,10046:10075:10130,926,0,0,0,9,0,0,0,1,Rep2,islet
r,10046:10075:10133,894,32,0,0,9,0,0,0,1,Rep2,islet
r,10046:10075:10140,751,0,0,0,9,0,0,0,1,Rep2,islet
r,10046:10075:10146,581,0,0,0,9,0,0,0,1,Rep2,islet
r,10046:10075:10150,581,0,0,0,9,0,0,0,1,Rep2,islet
r,10046:10075:10159,495,0,0,0,9,0,0,0,1,Rep2,islet
r,10046:10075:10162,463,0,0,0,9,0,0,0,1,Rep2,islet
r,10046:10075:10179,234,0,0,0,0,0,0,0,1,Rep2,islet
r,10046:10075:10184,134,1,0,0,0,0,0,0,1,Rep2,islet
r,10046:10075:10191,39,26,0,0,0,0,0,0,1,Rep2,islet
r,10046:10081:10088,1203,0,0,0,0,9,0,4,1,Rep2,islet
r,10046:10081:10096,1203,0,0,0,9,0,0,4,1,Rep2,islet
r,10046:10081:10102,1201,0,0,0,9,0,0,4,1,Rep2,islet
r,10046:10081:10109,1152,49,0,0,9,0,0,4,1,Rep2,islet
r,10046:10081:10111,1202,0,0,0,9,0,0,4,1,Rep2,islet
r,10046:10081:10118,1102,0,0,0,9,0,0,2,1,Rep2,islet
r,10046:10081:10121,1054,0,0,0,9,0,0,2,1,Rep2,islet
r,10046:10081:10130,926,0,0,0,9,0,0,0,1,Rep2,islet
r,10046:10081:10133,894,32,0,0,9,0,0,0,1,Rep2,islet
r,10046:10081:10140,751,0,0,0,9,0,0,0,1,Rep2,islet
r,10046:10081:10146,581,0,0,0,9,0,0,0,1,Rep2,islet
r,10046:10081:10150,581,0,0,0,9,0,0,0,1,Rep2,islet
r,10046:10081:10159,495,0,0,0,9,0,0,0,1,Rep2,islet
r,10046:10081:10162,463,0,0,0,9,0,0,0,1,Rep2,islet
r,10046:10081:10179,234,0,0,0,0,0,0,0,1,Rep2,islet
r,10046:10081:10184,134,1,0,0,0,0,0,0,1,Rep2,islet
r,10046:10081:10191,39,26,0,0,0,0,0,0,1,Rep2,islet
r,10046:10088:10096,1203,0,0,0,0,0,9,4,1,Rep2,islet
r,10046:10088:10102,1201,0,0,0,0,0,9,4,1,Rep2,islet
r,10046:10088:10109,1152,49,0,0,0,0,9,4,1,Rep2,islet
r,10046:10088:10111,1202,0,0,0,0,0,9,4,1,Rep2,islet
r,10046:10088:10118,1102,0,0,0,0,0,9,2,1,Rep2,islet
r,10046:10088:10121,1054,0,0,0,0,0,9,2,1,Rep2,islet
r,10046:10088:10130,926,0,0,0,0,0,9,0,1,Rep2,islet
r,10046:10088:10133,894,32,0,0,0,0,9,0,1,Rep2,islet
r,10046:10088:10140,751,0,0,0,0,0,9,0,1,Rep2,islet
r,10046:10088:10146,581,0,0,0,0,0,9,0,1,Rep2,islet
r,10046:10088:10150,581,0,0,0,0,0,9,0,1,Rep2,islet
r,10046:10088:10159,495,0,0,0,0,0,9,0,1,Rep2,islet
r,10046:10088:10162,463,0,0,0,0,0,9,0,1,Rep2,islet
r,10046:10088:10179,234,0,0,0,0,0,0,0,1,Rep2,islet
r,10046:10088:10184,134,1,0,0,0,0,0,0,1,Rep2,islet
r,10046:10088:10191,39,26,0,0,0,0,0,0,1,Rep2,islet
r,10046:10096:10102,1201,0,0,0,9,0,0,4,1,Rep2,islet
r,10046:10096:10109,1152,49,0,0,9,0,0,4,1,Rep2,islet
r,10046:10096:10111,1202,0,0,0,9,0,0,4,1,Rep2,islet
r,10046:10096:10118,1102,0,0,0,9,0,0,2,1,Rep2,islet
r,10046:10096:10121,1054,0,0,0,9,0,0,2,1,Rep2,islet
r,10046:10096:10130,926,0,0,0,9,0,0,0,1,Rep2,islet
r,10046:10096:10133,894,32,0,0,9,0,0,0,1,Rep2,islet
r,10046:10096:10140,751,0,0,0,9,0,0,0,1,Rep2,islet
r,10046:10096:10146,581,0,0,0,9,0,0,0,1,Rep2,islet
r,10046:10096:10150,581,0,0,0,9,0,0,0,1,Rep2,islet
r,10046:10096:10159,495,0,0,0,9,0,0,0,1,Rep2,islet
r,10046:10096:10162,463,0,0,0,9,0,0,0,1,Rep2,islet
r,10046:10096:10179,234,0,0,0,0,0,0,0,1,Rep2,islet
r,10046:10096:10184,134,1,0,0,0,0,0,0,1,Rep2,islet
r,10046:10096:10191,39,26,0,0,0,0,0,0,1,Rep2,islet
r,10046:10102:10109,1150,49,0,0,9,0,0,4,1,Rep2,islet
r,10046:10102:10111,1200,0,0,0,9,0,0,4,1,Rep2,islet
r,10046:10102:10118,1100,0,0,0,9,0,0,2,1,Rep2,islet
r,10046:10102:10121,1052,0,0,0,9,0,0,2,1,Rep2,islet
r,10046:10102:10130,924,0,0,0,9,0,0,0,1,Rep2,islet
r,10046:10102:10133,892,32,0,0,9,0,0,0,1,Rep2,islet
r,10046:10102:10140,750,0,0,0,9,0,0,0,1,Rep2,islet
r,10046:10102:10146,581,0,0,0,9,0,0,0,1,Rep2,islet
r,10046:10102:10150,581,0,0,0,9,0,0,0,1,Rep2,islet
r,10046:10102:10159,495,0,0,0,9,0,0,0,1,Rep2,islet
r,10046:10102:10162,463,0,0,0,9,0,0,0,1,Rep2,islet
r,10046:10102:10179,234,0,0,0,0,0,0,0,1,Rep2,islet
r,10046:10102:10184,134,1,0,0,0,0,0,0,1,Rep2,islet
r,10046:10102:10191,39,26,0,0,0,0,0,0,1,Rep2,islet
r,10046:10109:10111,1151,0,49,0,9,0,0,4,1,Rep2,islet
r,10046:10109:10118,1051,0,49,0,9,0,0,2,1,Rep2,islet
r,10046:10109:10121,1024,0,30,0,9,0,0,2,1,Rep2,islet
r,10046:10109:10130,909,0,16,0,9,0,0,0,1,Rep2,islet
r,10046:10109:10133,877,32,16,0,9,0,0,0,1,Rep2,islet
r,10046:10109:10140,743,0,8,0,9,0,0,0,1,Rep2,islet
r,10046:10109:10146,581,0,0,0,9,0,0,0,1,Rep2,islet
r,10046:10109:10150,581,0,0,0,9,0,0,0,1,Rep2,islet
r,10046:10109:10159,495,0,0,0,9,0,0,0,1,Rep2,islet
r,10046:10109:10162,463,0,0,0,9,0,0,0,1,Rep2,islet
r,10046:10109:10179,234,0,0,0,0,0,0,0,1,Rep2,islet
r,10046:10109:10184,134,1,0,0,0,0,0,0,1,Rep2,islet
r,10046:10109:10191,39,26,0,0,0,0,0,0,1,Rep2,islet
r,10046:10111:10118,1102,0,0,0,9,0,0,2,1,Rep2,islet
r,10046:10111:10121,1054,0,0,0,9,0,0,2,1,Rep2,islet
r,10046:10111:10130,926,0,0,0,9,0,0,0,1,Rep2,islet
r,10046:10111:10133,894,32,0,0,9,0,0,0,1,Rep2,islet
r,10046:10111:10140,751,0,0,0,9,0,0,0,1,Rep2,islet
r,10046:10111:10146,581,0,0,0,9,0,0,0,1,Rep2,islet
r,10046:10111:10150,581,0,0,0,9,0,0,0,1,Rep2,islet
r,10046:10111:10159,495,0,0,0,9,0,0,0,1,Rep2,islet
r,10046:10111:10162,463,0,0,0,9,0,0,0,1,Rep2,islet
r,10046:10111:10179,234,0,0,0,0,0,0,0,1,Rep2,islet
r,10046:10111:10184,134,1,0,0,0,0,0,0,1,Rep2,islet
r,10046:10111:10191,39,26,0,0,0,0,0,0,1,Rep2,islet
r,10046:10118:10121,1053,0,0,0,9,0,0,2,1,Rep2,islet
r,10046:10118:10130,925,0,0,0,9,0,0,0,1,Rep2,islet
r,10046:10118:10133,893,32,0,0,9,0,0,0,1,Rep2,islet
r,10046:10118:10140,751,0,0,0,9,0,0,0,1,Rep2,islet
r,10046:10118:10146,581,0,0,0,9,0,0,0,1,Rep2,islet
r,10046:10118:10150,581,0,0,0,9,0,0,0,1,Rep2,islet
r,10046:10118:10159,495,0,0,0,9,0,0,0,1,Rep2,islet
r,10046:10118:10162,463,0,0,0,9,0,0,0,1,Rep2,islet
r,10046:10118:10179,234,0,0,0,0,0,0,0,1,Rep2,islet
r,10046:10118:10184,134,1,0,0,0,0,0,0,1,Rep2,islet
r,10046:10118:10191,39,26,0,0,0,0,0,0,1,Rep2,islet
r,10046:10121:10130,923,0,0,0,9,0,0,0,1,Rep2,islet
r,10046:10121:10133,891,32,0,0,9,0,0,0,1,Rep2,islet
r,10046:10121:10140,750,0,0,0,9,0,0,0,1,Rep2,islet
r,10046:10121:10146,581,0,0,0,9,0,0,0,1,Rep2,islet
r,10046:10121:10150,581,0,0,0,9,0,0,0,1,Rep2,islet
r,10046:10121:10159,495,0,0,0,9,0,0,0,1,Rep2,islet
r,10046:10121:10162,463,0,0,0,9,0,0,0,1,Rep2,islet
r,10046:10121:10179,234,0,0,0,0,0,0,0,1,Rep2,islet
r,10046:10121:10184,134,1,0,0,0,0,0,0,1,Rep2,islet
r,10046:10121:10191,39,26,0,0,0,0,0,0,1,Rep2,islet
r,10046:10130:10133,892,32,0,0,9,0,0,0,1,Rep2,islet
r,10046:10130:10140,750,0,0,0,9,0,0,0,1,Rep2,islet
r,10046:10130:10146,580,0,0,0,9,0,0,0,1,Rep2,islet
r,10046:10130:10150,580,0,0,0,9,0,0,0,1,Rep2,islet
r,10046:10130:10159,494,0,0,0,9,0,0,0,1,Rep2,islet
r,10046:10130:10162,462,0,0,0,9,0,0,0,1,Rep2,islet
r,10046:10130:10179,233,0,0,0,0,0,0,0,1,Rep2,islet
r,10046:10130:10184,133,1,0,0,0,0,0,0,1,Rep2,islet
r,10046:10130:10191,39,26,0,0,0,0,0,0,1,Rep2,islet
r,10046:10133:10140,717,0,32,0,9,0,0,0,1,Rep2,islet
r,10046:10133:10146,548,0,32,0,9,0,0,0,1,Rep2,islet
r,10046:10133:10150,548,0,32,0,9,0,0,0,1,Rep2,islet
r,10046:10133:10159,462,0,32,0,9,0,0,0,1,Rep2,islet
r,10046:10133:10162,430,0,32,0,9,0,0,0,1,Rep2,islet
r,10046:10133:10179,201,0,32,0,0,0,0,0,1,Rep2,islet
r,10046:10133:10184,134,1,0,0,0,0,0,0,1,Rep2,islet
r,10046:10133:10191,39,26,0,0,0,0,0,0,1,Rep2,islet
r,10046:10140:10146,580,0,0,0,9,0,0,0,1,Rep2,islet
r,10046:10140:10150,580,0,0,0,9,0,0,0,1,Rep2,islet
r,10046:10140:10159,494,0,0,0,9,0,0,0,1,Rep2,islet
r,10046:10140:10162,462,0,0,0,9,0,0,0,1,Rep2,islet
r,10046:10140:10179,234,0,0,0,0,0,0,0,1,Rep2,islet
r,10046:10140:10184,134,1,0,0,0,0,0,0,1,Rep2,islet
r,10046:10140:10191,39,26,0,0,0,0,0,0,1,Rep2,islet
r,10046:10146:10150,581,0,0,0,9,0,0,0,1,Rep2,islet
r,10046:10146:10159,495,0,0,0,9,0,0,0,1,Rep2,islet
r,10046:10146:10162,463,0,0,0,9,0,0,0,1,Rep2,islet
r,10046:10146:10179,234,0,0,0,0,0,0,0,1,Rep2,islet
r,10046:10146:10184,134,1,0,0,0,0,0,0,1,Rep2,islet
r,10046:10146:10191,39,26,0,0,0,0,0,0,1,Rep2,islet
r,10046:10150:10159,495,0,0,0,9,0,0,0,1,Rep2,islet
r,10046:10150:10162,463,0,0,0,9,0,0,0,1,Rep2,islet
r,10046:10150:10179,234,0,0,0,0,0,0,0,1,Rep2,islet
r,10046:10150:10184,134,1,0,0,0,0,0,0,1,Rep2,islet
r,10046:10150:10191,39,26,0,0,0,0,0,0,1,Rep2,islet
r,10046:10159:10162,460,0,0,0,9,0,0,0,1,Rep2,islet
r,10046:10159:10179,233,0,0,0,0,0,0,0,1,Rep2,islet
r,10046:10159:10184,134,1,0,0,0,0,0,0,1,Rep2,islet
r,10046:10159:10191,39,26,0,0,0,0,0,0,1,Rep2,islet
r,10046:10162:10179,234,0,0,0,0,0,0,0,1,Rep2,islet
r,10046:10162:10184,134,1,0,0,0,0,0,0,1,Rep2,islet
r,10046:10162:10191,39,26,0,0,0,0,0,0,1,Rep2,islet
r,10046:10179:10184,134,1,0,0,0,0,0,0,1,Rep2,islet
r,10046:10179:10191,39,26,0,0,0,0,0,0,1,Rep2,islet
r,10046:10184:10191,38,26,0,0,0,0,0,0,1,Rep2,islet
r,10053:10058:10071,1311,0,6,14,0,44,0,4,1,Rep2,islet
r,10053:10058:10075,1311,0,20,0,0,44,0,4,1,Rep2,islet
r,10053:10058:10081,1311,0,20,0,0,44,0,4,1,Rep2,islet
r,10053:10058:10088,1272,9,20,0,0,44,0,4,1,Rep2,islet
r,10053:10058:10096,1281,0,20,0,0,44,0,4,1,Rep2,islet
r,10053:10058:10102,1279,0,20,0,0,44,0,4,1,Rep2,islet
r,10053:10058:10109,1244,35,6,14,0,44,0,4,1,Rep2,islet
r,10053:10058:10111,1280,0,20,0,0,44,0,4,1,Rep2,islet
r,10053:10058:10118,1180,0,20,0,0,44,0,2,1,Rep2,islet
r,10053:10058:10121,1132,0,20,0,0,44,0,2,1,Rep2,islet
r,10053:10058:10130,1017,0,6,0,0,44,0,0,1,Rep2,islet
r,10053:10058:10133,953,64,6,0,0,44,0,0,1,Rep2,islet
r,10053:10058:10140,841,0,6,0,0,44,0,0,1,Rep2,islet
r,10053:10058:10146,671,0,6,0,0,44,0,0,1,Rep2,islet
r,10053:10058:10150,671,0,6,0,0,44,0,0,1,Rep2,islet
